Name	Set	ImageFile	Type	Class	VP	Flying	Size	Vitality	Vit. Red	OCB	Babes	Gold	Beer	Channeling	Channeler	Ranged attack	Command	Power stones	basic draw	LDL	MDL	LUC	Effect	Bonus	Script
Iron Crag Brew Mountain	DN	IronCragBrewMountainLocationTerrainC2-horizontal.png	terrain					5															Counts as Mountain Terrain. No bribery by Beer is allowed on this space.		
Spirit Mountain	DN	SpiritMountainLocationTerrainC2-horizontal.png	terrain					1															Counts as Mountains Terrain. All Spirits may receive channeling on this space.		
The Hollens Grove	DN	TheHollensGroveLocationTerrainC2-horizontal.png	terrain					9															Counts as Woods Terrain. Ranged attacks are allowed on this space.		
The Maitz Hotel	DN	MaitzMotelLocationTerrainC2-horizontal.png	terrain					22															Counts as The Dry Heaps Terrain. Dispel Magic may not be played during combat on this space.		
The S.S. House of Babes	DN	S.S.HouseofBabesLocationTerrainC2-horizontal.png	terrain					17															Counts as River and Lakes Terrain. No bribery by Babes allowed on this space.		
Barrow Downs	NP	BarrowDownsLocationTerrainUncom3-horizontal.png	terrain					16															Counts as both Mountains and Woods Terrain.		
Jungle	NP	JungleTerrainUncom3-horizontal.png	terrain					11															No Command Cards during combat.		
Rocks at Rhuadan 	NP	RocksatRhuadanLocationTerrainUncom3-horizontal.png	terrain					13															Counts as both Mountains and The Dry Heaps Terrain. Only Guardians may channel into combat on this space, and at -3 CMP per stone.		
Tomb of the Bulzuru	NP	TomboftheBulzuruLocationTerrainUncom3-horizontal.png	terrain					17															Counts as both Swamps and Woods Terrain.		
Flame Cannon	RE	FlameCannonStrongholdUpgradeRare1-horizontal.png	upgrade					15															Sacrifice any number of cards from your Storage Hand for an equal number of Power Stones at any time.		
Large Idol	RE	LargeIdolStrongholdUpgradeUncommon1-horizontal.png	upgrade					20															During any combat in the two spaces in front of the cannon, the cannon may be fired instead of playing a Command Card. (C) 3 pt. AOE fireball costs 1 Power Stone.  For each extra Stone, add 2 pts. to the AOE.		
Sacrificial Altar	RE	SacrificialAltarStrongholdUpgradeRare2-horizontal.png	upgrade					8															When determining control of the space after combat in either of the two spaces directly in front of the Idol, add 3 pts. to your Vitality total. Add an additional point of Vitality for each Power Stone spent.		
Teleport Tower	RE	TeleportTowerStrongholdUpgradeUncommon1-horizontal.png	upgrade					11															Place ANY one Creature in the Teleport Tower during the Draw and Organize Phase. This Creature may teleport to any turned Shield during one of your movement phases BEFORE you turn a Shield.		
Pirate Log Platform	DI	PirateLogPlatformStrongholdUpgradeRare3-horizontal.png	upgrade					2															Opponent's Shield takes a 7 pt. AOE when attacking or entering this space.		
Ranged Attack Platform	DI	RangedAttackPlatformStrongholdUpgradeRare3-horizontal.png	upgrade					11															Place one ranged attack Creature face-down on the Platform during the Draw and Organize Phase. You may use that card's ranged attack in any one combat occuring on the two spaces in front of the platform.		
Spikey Crenellations	DI	SpikeyCrenalationsStrongholdUpgradeRare2-horizontal.png	upgrade					4															Crenalations stop flying to ALL of your Stronghold cards. Flying is still allowed FROM the Stronghold spaces.		
Alarm Bells	DN	AlarmBellsStrongholdUpgradeU3-horizontal.png	upgrade					6															Creatures under stronghold can defend if stronghold attacked		
Secret Catacombs	DN	SecretCatacombsStrongholdUpgradeR3-horizontal.png	upgrade					11															Place any one Creature i nthe Catacombs during Draw and Organize Phase. This Creature may defend any of your Stronghold Cards when the card is attacked. If it survives, the Creature must remain on the cards where combat took place and counts towards that card's Vitality limit.		
Wizard's Tower	DN	WizardsTowerStrongholdUpgradeU2-horizontal.png	upgrade					4															All channeling by Creatures is +1 CMP from beneath this Stronghold Card.		
Death Pit of Djoser	NP	DeathPitofDjoserStrongholdUpgradeUncom2-horizontal.png	upgrade					18															You may place one Undead creature face-up in the death pit during the draw and organize phase. ¬© Spend one power stone to add the undead from the pit tu your combat hand, but only if the combat takes on one of the two spaces directly in front of this upgr		
Lotus Flower Water Garden	NP	LotusFlowerWaterGardenStrongholdUpgradeUncom2-horizontal.png	upgrade					11															Spend 1 Power Stone to cancel the effect of any Accessory as the Accessory is used.		
Barrow Wight	PR	PromoBarrowWight.png	external	Undead             			M 	8		2													The Barrow Wight is +4 Vitality when it is a secondary attacker.		
Chaos Summoner	PR	PromoChaosSummoner.png,CardBackDoubleBorder.png	spell					9															Take any undead creature from your discard pile and add it to your storage Hand. Play during the Draw and Organise phase. Cost 1 stone to play		
Cheesy Con Souvenir Tweezle	PR	PromoCheesyConSouvenir.png	item/creature					30															Show opponent Cheesy Con Souvenir when this Shield is arracked. Sultably impressed, your opponent must retreat. Discard the souvenir		
Druk	PR	PromoDruk.png	elemental	Devil		F	M	8		2	L												Immune to fire.		
Exploding Tweezle	PR	PromoExplodingTweezle.png	item/creature					20															Play as a command card when attacking. Twizzle and your opponent's Command card are both destroyed. Your opponent's command ability is dispelled. Or Mail this card to FPG for a free box of Guardian booster packs. Include 10$ for S&H		
Land Drake	PR	PromoLandDrake.png	external	Dragon             			L	18		6	L												3 point AOE Fire breath.		
Tweezle the Sneaky	PR	PromoTweezletheSneaky.png	item/creature																				Play as a command card. Opponent must show you all his double border cards or loses 1 power stone. Discard after use. Or Send it to FPG for a copy of the Guardians players guide. Include  $2.00 for S&H.		
Felisha	Adventure	Felisha.png	Mortal	Misc. Human				5		0							If alive after combat, pick one of your opponent's creatures. That creature's Vitality doesn't count towards control of the space.  One per space per player.								
The Count	Adventure	TheCount.png	Mortal	Knight				10		0				C									Opponents in match-ups get no off-color bonus vs. the Count.		
Crystal Necklace	Adventure	CrystalNecklace.png,AdventureBack.png	Adventure		2																		No Special Rules	Draw 2 -12 card hands at the start of a game. Pick which one you want to start with. Put the other back and reshuffle.	
Blood Hounds	Adventure	BloodHounds.png,AdventureBack.png	Adventure		1																		No Special Rules	Start with 1 extra stone	
Wind Steed	Adventure	WindSteed.png,AdventureBack.png	Adventure		2																		Each Player Draws 1 extra card every turn	You can go first for 1 stone if you want	
Kyill the Advisor	Adventure	KyillTheAdvisor.png,AdventureBack.png	Adventure		2																		All Guardians have their Vitality reduced to 20	The minimum cards you can collect in a turn is 3	
Spiritualist	Adventure	Spiritualist.png,AdventureBack.png	Adventure		1																		All Lands, whatever type, count as spires.	Add 2 to your Guardians CMP	
Ash Fungus	Adventure	AshFungus.png,AdventureBack.png	Adventure		2																		No Special Rules	Look at your opponents deck before the game starts. Shuffle.	
Cinder Bag	Adventure	CinderBag.png,AdventureBack.png	Adventure		3																		No Special Rules	Once per game you can retreat in combat before any cards are shown	
Crock	Adventure	Crock.png,AdventureBack.png	Adventure		1																		Game can be won by only 4 shield kills	2 times per game, you may pay a stone to force your opponent to discard their up-card and draw a new one.	
Fairy Triplets	Adventure	FairyTriplets.png,AdventureBack.png	Adventure		2																		No special rules	2 times per game, you may swap a terrain card for one of your face-down terrain cards during the Terrain Phase. Old card comes back into your hand.	
Swamp Lights	Adventure	SwampLights.png,AdventureBack.png	Adventure		1																		Up-cards are not drawn this game. Discard them, and draw from your deck incepted.	2 times in a game, you may draw 2 cards for your up-card. Pick which one you like and discard the other.	
Crenell's Bog	Adventure	CrenellsBog.png	Terrain					15															Counts as both a Wood and Rivers and Lakes Terrain (no ranged attack)		
Frasser	Adventure	Frasser.png,AdventureBack.png	Adventure		1																		Low-up card moves first in this game	You get to look at your opponent's initial 12 card draw	
Raven	Adventure	Raven.png,AdventureBack.png	Adventure		2																		No Special Rules	1 time per game, after the Draw and Organize phase, but before Up-Cards are drawn. Pick an opponent's shield, your opponent must tell you where that shield will move that turn.	
Avalanche	Adventure	Avalanche.png,AdventureBack.png	Adventure		1																		Any Spells or Items that cost 1 Power Stone, now cost 2 Power Stones.	1 time per game, when it is your turn to move, you can turn one of your shields, not move it, and turn an opponent's shield.	
Death Look	Adventure	DeathLook.png,AdventureBack.png	Adventure		1																		Players draw an extra card if their Up-card was a shield	1 time per game, you can look at an opponents storage hand and discard any 1 card from it.	
Night Bearer	Adventure	NightBearer.png,AdventureBack.png	Adventure		1																		Players draw two extra cards if their Up-card was a terrain card	1 time per game, you may add 5 Vitality to any of your creatures in a Match-up	
Squire	Adventure	Squire.png,AdventureBack.png	Adventure		2																		All players get a stone if there is a tie for Up-card	1 time per game, you may put a card back into your storage hand instead of discarding it.	
Amulet of Zah	Adventure	AmuletofZah.png,AdventureBack.png	Adventure		5																		The space limit is increased to 33 Vitality.	If you lose a game while holding the Amulet of Zah, your opponent can chose to take it from you instead of taking the new Adventure Deck Card.	
Calm Over The Land	Events	CalmOverTheLand.png	Event					28															For the rest of this turn, all Terrain restrictions are lifted, including those on movement, Ranged Attacks, Channeling and Bribery.		
Chalice Of Holy Water	Events	ChaliceOfHolyWater.png	Event					22															For the rest of this turn, if a Demon, Devil, or Undead Creature is beaten in a match-up, it is destroyed.		
Crusade	Events	Crusade.png	Event					13															For the rest of this turn, all Knights, Angels and Clerics are +3 Vitality.		
Drought	Events	Drought.png	Event					25															For the rest of this turn, all Creatures with Dry Heaps bonuses are +3 Vitality, all Creatures with Rivers and Lakes bonuses are -3 Vitality.		
Everyone For Themselves	Events	EveryoneForThemselves.png	Event					20															For the rest of this turn, treat all Creatures as Unclassed.		
Fan - Cretaceous Park	Events	CretaceousPark.png	Event					7															For the rest of this turn, all Saurians get their Vitality bonus in Jungle even not on a Jungle terrain.		
Fan - Day Of The Beast	Events	DayOfTheBeast.png	Event					8															For the rest of this turn, Demons and Devils are +3 Vitality.		
Fan - Dragon Flight	Events	DragonFlight.png	Event					23															For the rest of this turn, all Dragons are not bribable.		
Fan - Get The Plunder	Events	GetThePlunder.png	Event					6															For the rest of this turn, each time a Pirate wins a Primary attack match-up, that player receives one Power Stone.		
Firestorm	Events	Firestorm.png	Event					14															For the rest of this turn, all fire-based attacks are +3 Vitality.  All fire-based AOEs are +1 to the AOE.  Creatures immune to fire lose their immunity.		
Great Forest Fire	Events	GreatForestFire.png	Event					11															For the rest of this turn, all creatures with fire-based attacks double their base Vitality against creatures with Woods bonuses.		
Ice Age	Events	IceAge.png	Event					24															For the rest of this turn, all creatures are -3 Vitality (never reduced below zero) unless they have Ice or Snow in their names.  Rivers and Lakes bonuses are reduced to zero. (Lakes are frozen over.)		
Meteoritic Rain	Events	MeteoriticRain.png	Event					19															For the rest of this turn, all Mountains terrain is considered to be a face-down Terrain.		
Mystic Showdown	Events	MysticShowdown.png	Event					17															For the rest of this turn, all off-color bonuses are doubled.		
Power Corrupts	Events	PowerCorrupts.png	Event					15															Whenever a Shield wins a battle on a face up Terrain card (not Shield/Terrain), that player receives Power Stones equal to HALF the Up Card number (rounded up) of the Terrain.  That player also discards the same number of face-down cards from the top of his draw deck.		
Power Leak	Events	PowerLeak.png	Event					18															For the rest of this turn, every time a player spends a stone, that player must also discard the top face-down card from his draw deck.		
Reverse Polarity	Events	ReversePolarity.png	Event					23															For the rest of this turn, all channeling from Guardians SUBTRACTS Vitality from creatures.  However, you may channel to your opponent's Creatures that can accept channeling.  Only Guardians may channel.		
Sandstorm	Events	Sandstorm.png	Event					26															For the rest of this turn, Shields may only move one space.		
Spiritual Awakening	Events	SpiritualAwakening.png	Event					16															For the rest of this turn, all Spirits are considered to be channeling receivers.		
Strike	Events	Strike.png	Event					27															For the rest of this turn, Shields in the disputed lands may not receive any re-inforcements.		
Tectonic Shift	Events	TectonicShift.png	Event					29															For the rest of this turn, all Terrain bonuses remain in effect for the duration of combat but do not count for determining control of the space.		
The Great Flood	Events	TheGreatFlood.png	Event					12															For the rest of this turn, treat all disputed land as Rivers and Lakes.  +2 Vitality to all Creatures with Rivers and Lakes bonuses.  -2 Vitality to all Creatures with fire-based attacks.  -1 to all fire-based AOE attacks.		
United	Events	United.png	Event					21															For the rest of this turn, all creatures are immune to Creatures with the same Creature Class during primary match-ups.		
